tenure_months,monthly_spend,orders_per_month,support_tickets,uses_discounts,app_sessions,churn
49,1331.63,3,4,0,10,0
38,1702.16,4,2,1,12,0
52,1486.73,1,2,0,13,0
55,2893.64,4,0,0,12,0
41,2179.15,2,0,0,10,0
20,2987.88,4,2,0,9,0
54,1026.17,1,1,0,15,0
51,2409.35,3,0,1,13,0
70,1755.56,2,0,0,4,0
11,1912.93,4,0,1,10,0
30,2960.39,2,3,1,17,0
66,2031.16,5,2,1,9,0
37,2716.69,2,2,0,15,0
67,2232.1,9,1,0,10,0
1,556.68,3,0,1,11,0
3,2158.39,3,0,1,17,0
57,1556.08,2,0,1,13,1
26,2772.63,1,1,1,15,0
37,2459.14,5,3,0,13,0
31,491.58,2,0,0,12,0
29,574.96,3,1,0,14,0
67,394.91,4,1,1,13,0
7,1581.09,3,1,0,13,0
55,426.16,4,0,0,16,0
64,2226.3,7,3,0,17,0
47,1746.6,3,1,1,14,0
29,2540.48,2,1,0,7,0
12,983.43,1,1,1,9,0
49,1653.59,0,3,1,11,0
34,528.94,1,2,1,11,0
11,2676.91,4,1,0,11,0
26,690.01,3,1,0,12,0
69,486.61,1,1,1,13,0
19,774.14,3,1,1,10,0
13,2457.45,2,1,1,13,0
49,496.28,4,1,0,10,0
15,1920.4,2,1,1,11,0
66,2289.31,8,1,0,15,0
61,2303.03,2,1,1,18,1
70,732.17,2,1,1,17,0
65,372.55,5,1,0,10,0
18,1456.66,1,1,0,10,0
16,766.96,3,2,0,8,0
25,2157.96,1,0,1,13,1
34,1198.74,4,0,1,12,0
63,1458.19,2,4,0,13,0
53,517.76,2,3,1,13,0
46,1789.14,6,0,1,13,0
63,719.47,2,2,1,8,0
46,2101.16,2,1,0,10,0
27,399.27,4,1,1,9,0
30,2932.5,4,4,0,17,0
37,2116.68,1,0,0,19,0
7,708.84,1,0,0,13,0
53,239.47,5,1,1,14,0
47,1136.5,3,0,1,8,0
52,627.88,3,2,0,11,0
38,811.55,2,3,0,15,0
56,2643.7,6,3,1,14,0
68,1888.97,3,1,0,14,0
41,694.08,3,0,1,8,0
32,1758.65,5,1,1,12,0
8,916.19,3,2,0,14,0
56,2933.36,0,3,0,10,0
65,291.72,1,1,1,12,0
50,2250.49,4,1,1,14,0
62,2364.39,5,0,1,12,0
62,388.06,3,1,0,9,0
57,681.23,3,3,0,14,0
36,1276.06,4,3,0,14,0
8,2630.83,2,1,1,11,0
1,1703.6,6,5,0,11,0
15,2034.86,8,2,1,12,0
31,2392.44,0,1,1,11,0
53,2518.74,2,3,0,5,0
33,1533.6,2,1,1,16,0
2,1624.62,5,2,0,12,1
15,2210.42,1,2,1,14,1
70,937.36,4,0,0,15,0
71,2592.57,7,1,0,15,0
27,258.2,2,1,0,14,0
58,748.16,1,1,1,8,0
52,2440.56,1,2,0,12,0
67,1152.72,4,2,1,9,0
64,619.53,2,2,1,10,0
45,722.91,7,1,1,10,0
29,1686.12,4,2,0,12,0
45,2569.31,2,1,1,14,1
23,397.82,1,0,1,9,0
25,285.35,1,0,1,9,0
44,1502.47,5,2,0,17,0
41,2877.32,6,0,1,18,0
42,981.23,3,2,1,12,0
28,2885.68,5,1,0,8,0
30,2685.51,7,0,0,8,0
1,992.78,2,0,0,15,0
43,2487.45,1,1,1,11,0
41,2120.43,3,2,1,8,0
67,1633.1,5,4,0,12,0
36,1384.17,4,1,0,11,0
34,2483.41,0,0,1,13,0
5,2420.62,5,2,1,4,1
14,2319.42,6,1,1,12,0
25,2995.12,6,1,0,15,0
27,1539.83,2,1,1,16,0
26,2459.38,2,2,1,10,0
28,2614.94,3,2,0,16,0
55,792.49,2,2,0,6,0
10,317.79,1,1,1,15,0
24,1333.3,2,0,0,8,0
12,2598.86,2,1,0,15,0
22,1009.49,2,1,1,6,0
49,2160.03,3,0,0,13,0
4,220.57,6,2,1,12,0
25,1195.02,4,0,1,17,0
2,1923.45,4,1,0,18,0
68,563.32,6,0,0,13,0
52,2710.5,1,1,1,14,0
18,637.57,3,3,1,12,0
15,2747.42,3,1,1,15,0
8,805.89,1,0,0,11,0
34,2983.98,2,1,1,13,0
54,1893.3,3,1,1,20,0
42,436.17,3,0,0,15,0
63,382.78,3,0,0,15,0
25,409.78,1,1,0,11,0
20,1851.7,5,2,1,4,0
34,2466.82,7,1,0,18,0
15,1328.3,4,1,1,14,0
70,1445.54,6,1,0,9,0
14,1850.01,3,1,1,10,0
34,1692.51,1,0,1,10,1
38,2126.57,2,0,1,9,0
5,1521.0,2,2,1,13,0
34,2198.81,4,2,1,18,0
33,2992.47,3,2,1,12,1
19,1180.83,4,0,1,6,0
10,234.2,7,1,1,10,0
4,551.75,4,1,1,14,0
1,1749.84,2,3,0,11,0
35,1163.92,2,2,0,14,1
7,2831.95,3,1,0,9,1
69,1956.85,1,2,0,6,0
18,1656.99,3,1,1,11,0
47,2434.51,1,2,1,15,0
48,924.05,4,1,0,9,0
36,2495.27,6,0,1,15,0
63,208.57,5,1,0,14,0
8,1935.1,4,0,1,13,0
17,2817.32,0,0,1,10,0
18,2406.01,1,1,1,13,1
10,2590.18,2,1,1,9,0
21,1311.47,1,1,1,15,0
23,2507.87,2,4,1,17,1
55,1742.33,5,0,1,11,0
22,1931.91,2,1,0,22,0
63,364.96,3,1,1,15,0
55,764.34,1,1,0,15,0
65,1742.7,2,2,0,16,0
8,364.64,5,0,1,14,0
70,2276.05,4,0,0,16,0
44,2552.16,1,1,0,16,0
70,2777.01,2,4,1,13,0
26,484.95,7,2,1,14,0
68,2831.22,4,2,1,13,0
42,389.34,1,1,0,13,0
6,1527.36,3,0,0,16,0
30,2552.7,4,0,0,13,0
10,396.87,3,1,1,14,0
67,251.05,2,0,1,15,0
22,269.85,2,1,1,13,0
16,1631.56,5,1,0,10,0
40,2472.47,2,0,0,8,0
31,556.79,3,0,1,7,0
7,548.91,2,0,0,18,0
58,1791.93,1,2,0,7,0
61,856.03,1,0,1,15,0
53,2244.6,5,0,0,14,0
44,2858.98,2,1,0,15,1
29,2344.89,5,2,1,12,0
39,2656.09,3,2,0,13,0
37,1654.84,3,1,0,18,0
12,2530.49,1,0,1,14,0
6,712.13,8,1,1,12,0
18,391.37,2,0,1,10,0
33,2036.67,5,2,0,10,0
12,345.47,7,1,1,11,0
8,2698.95,3,1,1,9,0
61,2136.35,4,2,1,15,1
27,2866.16,3,0,0,15,0
42,1078.88,3,1,1,7,0
38,1561.24,4,3,0,13,0
53,2276.73,5,2,1,15,0
53,879.78,1,1,0,8,0
22,1717.18,7,0,1,16,0
61,2046.51,5,1,0,9,0
27,2940.66,2,1,0,10,0
60,2285.17,1,1,0,15,0
29,530.77,4,2,0,12,0
8,1530.93,3,1,0,12,0
54,1848.56,6,3,0,19,0
3,610.54,5,1,0,9,0
55,1409.5,3,0,0,14,0
4,995.22,4,0,0,12,0
15,532.72,1,2,0,9,0
43,1633.72,4,1,0,10,0
67,663.77,3,5,0,13,0
30,1853.5,3,2,0,12,0
9,675.15,2,1,0,13,0
17,2226.07,3,1,1,17,0
64,746.68,5,1,1,10,0
52,2709.6,4,0,1,11,0
8,273.39,1,1,0,14,0
28,1661.59,3,1,0,18,1
19,1096.29,3,0,0,11,0
13,830.21,2,2,1,16,0
61,1520.49,1,2,1,11,0
44,2557.65,3,1,0,9,0
13,2762.78,3,4,1,9,1
47,1049.1,3,4,1,19,0
30,631.88,2,0,1,12,0
5,2216.39,4,0,1,8,0
32,1829.6,3,2,0,12,1
14,762.85,1,0,0,19,0
18,2328.83,2,1,1,8,0
63,1653.01,4,1,1,12,0
51,2029.51,5,0,1,12,0
10,1206.15,2,0,1,14,0
61,1429.47,1,4,0,15,1
41,704.96,3,2,1,15,0
63,2318.24,2,1,0,16,0
54,639.63,5,1,0,22,0
25,2379.25,2,1,0,15,0
38,2434.42,3,2,1,10,0
38,2290.48,4,0,0,10,0
52,254.38,2,2,1,12,0
18,964.77,1,1,0,16,0
24,1511.35,3,0,1,10,0
18,1867.52,2,2,0,13,0
22,2773.82,2,0,1,17,0
12,1251.7,4,0,0,16,0
3,2650.07,4,1,0,12,0
67,657.6,4,1,1,13,0
6,1239.59,1,1,1,10,0
64,346.39,3,1,1,10,0
1,2278.97,3,0,1,8,0
56,621.83,3,0,1,9,0
24,919.66,3,2,0,15,0
37,2370.65,5,1,0,13,0
21,1697.21,5,0,1,7,0
35,239.12,2,0,1,9,0
33,206.26,3,0,0,13,0
38,1629.85,1,0,0,7,0
28,1053.88,2,4,0,14,0
39,704.87,2,2,1,13,0
59,1918.06,2,2,1,7,1
31,839.62,0,3,1,14,0
26,1858.18,1,1,0,19,0
10,1261.94,0,1,1,8,1
26,722.89,1,0,0,11,0
9,586.69,2,1,1,15,0
13,863.21,7,2,1,12,0
68,283.53,3,2,1,12,0
7,1062.76,3,1,1,10,1
35,2725.47,2,0,1,12,0
60,2527.81,3,1,0,7,0
68,1241.61,1,1,0,5,0
11,1812.33,2,2,1,14,0
12,1788.61,2,1,0,11,0
27,2520.47,4,2,1,10,0
40,861.61,5,2,1,19,0
69,1029.88,1,2,1,8,0
15,1045.0,1,0,1,9,0
12,314.44,3,2,0,8,0
18,1081.13,3,1,0,18,0
63,2658.16,4,1,1,9,0
3,2753.57,2,2,1,14,0
27,506.98,4,4,1,17,0
9,1482.56,3,1,1,12,1
12,1267.78,4,0,0,13,0
66,1570.21,4,1,1,12,0
1,1753.21,1,1,0,5,0
23,256.72,4,2,1,10,0
65,2558.28,6,1,1,15,0
44,2926.26,2,0,0,6,0
6,2029.53,5,1,0,9,0
34,2049.27,3,0,1,12,0
69,1678.34,3,1,0,5,0
29,1135.97,1,3,1,9,0
38,617.14,2,2,0,12,0
38,1835.38,3,3,0,9,0
47,325.84,5,3,0,14,0
14,2508.61,2,0,0,7,0
60,1378.55,3,3,0,13,0
71,1361.31,2,0,1,15,0
11,1116.08,4,2,1,9,0
59,2914.19,3,1,0,13,0
59,689.77,3,0,0,12,0
53,623.66,4,0,1,13,0
27,663.49,6,0,0,15,0
34,2043.88,4,1,0,13,0
60,2977.31,5,1,1,13,0
11,859.33,3,2,0,14,0
59,2735.73,3,3,0,12,1
66,980.13,4,1,1,8,0
49,2014.12,3,1,0,11,0
25,313.4,1,2,0,11,1
40,1587.83,1,2,0,12,1
4,2032.8,1,2,1,11,0
67,1701.7,4,0,0,9,0
25,865.94,3,0,0,13,0
5,2519.79,1,0,0,15,0
57,2916.38,2,1,1,10,0
47,1485.75,2,4,1,12,0
45,1980.57,4,3,0,15,0
4,2413.16,5,0,1,10,0
54,876.17,2,1,1,9,0
46,2620.46,6,1,1,11,1
57,984.56,1,1,1,13,0
59,2372.33,3,0,0,9,0
16,513.88,1,1,0,10,0
15,1007.48,4,1,1,17,0
66,1694.14,2,2,0,10,0
38,1669.78,5,5,1,16,0
32,2581.21,5,0,1,10,0
21,2989.16,1,0,0,12,0
46,500.19,4,2,1,9,0
54,959.89,4,2,1,21,0
1,1201.27,6,0,0,10,0
40,1540.97,3,0,0,15,0
71,1582.95,3,0,1,10,0
20,2597.35,6,1,1,16,1
20,2357.57,3,1,1,8,0
63,252.78,3,1,0,10,0
5,1474.06,2,1,1,10,0
29,1930.61,2,2,1,8,0
33,1489.11,3,1,0,13,0
57,565.81,3,2,1,16,0
10,1312.93,3,1,1,11,0
31,1352.64,0,1,0,12,0
11,725.6,3,2,1,10,0
56,2317.66,2,1,1,11,0
45,1099.92,3,2,1,10,0
36,1849.16,2,0,0,9,0
28,1644.04,2,2,0,10,0
11,2656.8,4,3,1,9,0
66,541.64,3,1,1,13,0
46,519.94,1,0,0,12,0
23,1040.9,4,0,1,13,0
30,1407.4,2,0,0,5,0
52,1035.92,5,1,0,11,0
52,2336.92,1,0,0,12,0
33,886.74,2,2,1,12,0
22,437.37,3,1,1,20,0
47,1358.64,3,2,0,23,0
47,2365.46,2,0,1,12,0
43,2581.57,6,1,0,12,0
6,2253.37,6,0,1,12,0
34,1762.08,2,0,0,3,0
44,2227.74,3,4,0,15,0
68,2107.89,1,0,0,9,0
38,856.23,4,1,0,11,0
25,1742.12,2,4,1,7,1
40,2357.71,4,1,1,20,0
13,1087.94,3,0,1,11,0
7,2031.12,2,1,1,13,0
49,1548.15,4,0,0,15,0
71,1608.84,3,1,1,11,0
61,452.15,2,2,0,9,0
42,2065.41,5,1,1,7,0
3,2623.92,2,1,1,16,0
71,596.01,2,2,1,9,0
32,1225.1,4,1,0,11,0
21,336.27,5,3,0,16,0
64,282.97,5,1,1,9,0
53,2971.04,5,2,1,11,0
54,1581.72,3,0,1,11,0
20,1195.45,1,1,0,10,0
71,969.66,4,1,1,15,0
33,2944.04,1,1,1,9,0
38,906.3,4,2,1,9,0
54,2231.98,3,2,1,8,0
47,994.52,4,1,1,8,0
13,397.37,2,1,1,13,0
22,2113.17,3,0,1,7,0
26,204.57,1,2,0,9,0
68,2092.1,3,0,0,9,0
51,901.05,0,2,0,10,0
27,2289.09,7,1,1,15,0
53,2355.3,2,2,0,10,0
53,2227.5,1,1,0,10,0
28,268.55,8,0,1,13,0
29,2170.46,1,3,1,18,0
64,2972.41,4,1,0,14,0
40,879.35,3,2,0,10,0
11,967.87,5,3,0,13,0
52,2477.87,4,0,1,11,0
42,649.11,4,1,0,13,0
37,2049.63,5,0,1,12,0
52,2314.07,2,0,0,14,0
65,304.05,3,0,1,11,0
24,1750.53,5,3,0,9,0
30,1812.46,4,0,0,15,0
14,1049.64,6,2,0,9,0
46,2653.77,1,2,1,8,0
29,655.7,4,2,0,10,0
25,1219.75,7,1,1,11,0
50,2576.27,4,0,0,8,0
29,733.8,3,2,0,16,0
33,2499.85,4,0,1,6,0
32,421.39,2,0,0,9,0
19,1569.84,1,0,0,11,0
9,410.93,1,1,0,14,0
59,2098.13,3,2,1,11,0
7,2413.68,2,1,0,13,1
24,2579.6,4,0,1,13,0
48,2947.53,2,0,1,14,0
10,2081.64,1,1,0,5,0
47,2353.37,1,0,0,11,0
53,1616.12,2,2,1,8,0
48,2755.66,5,0,0,10,0
22,2002.52,2,2,0,17,1
2,2673.94,2,1,1,11,1
64,859.27,4,2,1,11,0
24,1590.87,3,0,0,11,0
58,2243.49,1,3,0,10,0
15,767.62,3,3,1,13,0
12,791.75,2,0,0,14,0
56,2938.52,5,1,0,6,0
67,1416.91,6,0,1,10,0
62,709.08,1,0,1,9,0
54,1128.1,4,5,1,23,0
18,1312.65,4,3,1,9,1
65,1944.64,1,2,1,16,0
48,2784.44,2,1,0,13,1
13,2962.45,1,0,1,12,1
10,2024.76,2,0,0,16,0
62,2159.78,3,1,1,12,0
20,1101.12,5,1,1,15,0
55,2600.04,3,0,1,10,0
10,809.84,1,1,0,12,0
20,497.87,5,0,1,9,0
21,2925.12,3,0,1,6,1
20,2619.59,1,1,0,14,1
48,1050.21,6,1,1,14,0
65,2090.48,8,0,0,15,0
65,1507.65,3,0,0,14,0
53,1104.76,2,0,0,9,0
15,1002.97,3,2,1,15,0
69,580.88,6,1,0,9,0
39,1738.09,8,4,1,11,0
39,1450.47,3,1,0,15,0
50,1634.12,3,1,1,12,0
55,803.0,1,0,0,14,0
68,2828.11,0,2,1,11,0
42,1988.06,3,0,0,13,0
44,2718.88,1,1,1,12,0
53,505.96,1,0,1,10,0
19,1943.98,1,1,0,18,0
22,2578.49,6,0,1,5,0
45,1126.58,2,1,1,8,0
5,746.4,2,0,0,18,0
23,942.06,3,2,1,8,0
51,964.21,4,3,1,20,0
70,1452.16,3,1,1,14,0
37,1112.7,7,1,0,14,0
29,959.57,5,0,0,9,0
32,2015.83,1,1,0,12,1
49,348.49,4,1,0,8,0
39,1153.02,2,2,1,8,0
2,2131.31,3,3,1,8,0
39,692.38,3,0,1,10,0
29,818.6,3,1,1,15,0
50,761.87,3,1,0,13,0
63,202.59,1,2,0,23,0
69,1526.55,1,2,0,15,0
44,309.08,1,0,1,15,0
26,964.23,3,1,0,12,1
32,2985.45,4,1,1,16,0
13,2771.51,2,0,0,12,0
67,802.21,1,1,1,13,0
61,1068.01,4,0,0,9,0
61,1498.37,1,0,0,14,0
24,2564.36,8,0,0,6,0
23,2447.41,0,2,1,8,0
61,553.48,0,0,0,11,0
39,548.46,4,0,0,13,0
51,1366.85,1,1,0,10,0
35,2636.27,5,0,0,13,0
32,2669.84,2,1,0,11,0
45,500.62,4,2,1,12,0
58,1808.03,3,0,1,11,0
24,635.89,3,1,0,11,0
58,2121.16,6,2,1,11,0
18,2766.01,4,2,0,8,0
29,1473.35,4,1,1,6,0
65,432.63,4,1,0,9,0
68,1821.91,2,2,1,14,0
66,1343.85,4,3,0,12,0
23,2470.52,2,2,0,16,0
60,1152.96,1,3,0,11,1
67,2649.71,3,0,0,12,0
70,966.36,1,3,1,11,0
2,641.05,2,1,0,13,1
53,1058.15,3,1,0,7,0
71,297.76,1,0,0,12,0
55,987.49,3,0,1,7,0
17,2048.33,5,0,0,16,0
55,598.39,1,1,0,7,0
8,511.82,3,1,1,16,0
35,570.68,6,1,1,13,0
45,417.14,1,2,0,17,0
33,2648.98,2,1,1,10,0
50,2843.52,3,3,1,18,1
18,330.37,2,0,1,20,0
44,2328.2,3,0,0,17,0
46,2264.02,7,0,0,13,0
45,2991.35,5,0,0,11,1
21,1174.04,4,0,1,11,1
22,999.43,2,1,1,10,0
19,1468.63,3,2,0,6,1
33,2598.41,1,2,0,8,1
42,2240.06,5,2,0,13,0
26,1520.55,2,3,0,15,0
30,884.78,3,2,1,11,0
21,2235.64,1,1,0,10,0
16,2592.68,4,0,1,16,0
47,1319.86,4,2,1,8,0
58,2072.04,4,4,0,14,0
21,1320.59,3,1,1,12,0
62,1539.78,0,1,1,9,0
41,1669.75,3,2,1,16,0
12,2372.03,6,2,1,11,0
26,2937.02,1,1,1,11,0
1,1444.23,4,0,0,8,0
3,1158.48,2,1,1,10,0
24,1246.05,5,1,1,10,0
33,574.89,2,1,1,10,1
57,1031.43,5,1,1,9,0
10,442.05,4,6,1,11,0
60,1398.1,3,3,1,18,0
17,668.6,7,0,1,12,0
10,1169.94,4,2,1,4,1
50,2422.02,2,1,0,13,0
55,888.6,1,3,1,11,0
43,1913.3,0,4,1,11,1
9,2723.31,4,0,0,17,1
9,1787.4,5,0,1,8,0
28,742.62,3,0,1,5,0
32,1165.35,2,0,0,13,0
71,1853.03,1,0,1,11,0
21,1618.51,4,0,1,12,0
14,616.14,5,1,0,7,0
68,1451.03,2,1,0,12,0
11,1720.59,5,0,1,14,0
2,948.53,4,3,1,15,0
31,1914.85,7,2,1,17,0
29,396.45,6,0,1,5,0
44,1142.5,1,3,0,12,1
63,2451.98,2,3,0,12,0
67,926.0,4,0,1,15,0
21,1894.5,2,1,0,14,0
70,1348.08,4,0,1,8,0
45,1086.09,2,2,0,14,0
5,2765.17,2,1,1,13,1
67,1161.13,2,0,0,8,0
10,862.69,4,0,0,10,1
42,2746.04,2,1,1,16,0
57,2288.64,2,1,0,12,0
18,2109.04,1,2,1,13,0
20,338.7,4,1,0,16,0
34,567.37,3,3,1,8,0
63,1987.35,3,1,0,11,0
16,786.41,5,0,0,10,0
48,831.79,5,0,0,9,0
33,2381.59,1,2,1,8,0
8,1000.59,2,2,1,11,0
51,400.44,2,0,0,14,0
60,302.01,4,1,1,5,0
41,1440.9,1,0,1,15,0
13,1927.96,3,0,1,10,1
12,2632.88,2,1,1,12,0
31,510.25,1,4,1,15,0
36,750.68,0,1,0,8,0
40,1683.44,2,2,1,18,1
18,1219.5,2,3,1,8,0
36,1551.1,7,2,0,12,0
21,2787.55,3,1,0,13,0
49,1725.7,3,1,0,12,0
57,1362.34,1,0,1,14,0
47,2970.43,3,1,0,5,0
1,382.6,0,1,1,12,0
71,2809.92,3,2,1,8,0
2,1604.65,7,0,1,11,0
71,1610.52,3,1,1,14,0
3,2781.5,3,1,0,16,0
37,1620.51,0,5,0,8,1
8,1427.54,0,0,1,13,0
7,962.97,1,1,1,12,0
49,2044.69,2,2,1,15,0
52,1795.01,3,0,1,11,0
9,800.17,4,1,0,14,0
70,2186.36,5,2,0,17,0
23,2003.44,3,0,1,8,0
23,1312.53,3,1,1,11,0
22,212.32,1,2,0,11,0
33,1450.43,4,2,0,10,0
13,216.96,6,1,1,14,0
31,410.0,5,0,0,15,0
15,1405.71,3,2,0,6,1
4,429.38,5,2,1,13,0
27,971.86,4,4,0,19,1
48,2035.38,3,1,0,14,0
55,1064.12,3,1,0,21,0
26,2993.42,2,1,0,11,0
23,2765.65,3,1,0,7,0
56,1838.87,2,1,1,13,1
49,2907.45,2,0,1,18,0
60,2630.45,2,0,0,10,0
65,1092.92,3,0,1,10,0
59,2298.87,3,2,1,20,0
67,583.13,4,1,1,8,0
30,2116.74,5,1,0,13,0
29,1575.03,7,3,1,15,0
23,247.11,3,1,0,13,0
17,967.84,3,2,0,10,0
54,2875.07,4,3,0,10,0
51,1084.33,5,1,0,12,0
57,708.07,4,2,1,10,0
12,725.09,4,1,1,17,0
35,1541.8,5,2,0,13,0
16,2559.42,2,0,0,18,0
64,2322.4,2,1,1,13,0
19,1423.19,1,2,1,7,0
11,784.44,4,4,0,10,1
41,328.98,5,0,1,13,0
63,1495.36,3,2,1,14,0
66,2481.37,4,1,0,16,0
7,2243.11,9,0,1,15,0
24,1344.08,6,2,1,4,0
11,1865.17,2,1,0,9,0
22,1421.49,4,0,1,13,1
38,1821.25,5,1,1,10,0
20,1649.01,3,1,0,14,1
5,2106.71,3,2,1,10,1
37,1621.58,1,1,1,11,0
4,2833.71,3,2,1,20,0
17,1398.48,3,1,1,9,0
1,244.57,1,2,1,11,0
7,861.85,4,2,0,5,0
31,1601.7,4,0,0,9,0
61,1713.6,6,2,1,14,0
55,1746.68,1,2,1,7,0
8,2200.75,2,1,0,7,0
3,969.01,0,0,1,9,0
25,2061.73,3,1,1,12,0
47,2171.29,3,0,0,8,0
54,1351.59,2,2,1,12,0
59,1326.07,1,1,1,12,0
25,700.99,5,2,1,12,0
12,1359.16,0,3,0,16,0
2,2403.09,3,2,0,14,0
11,2745.12,5,3,0,18,0
5,1862.12,4,1,0,12,0
62,1038.24,1,2,0,12,0
20,2110.41,1,0,1,14,0
59,2272.41,7,1,1,21,0
40,1130.2,2,1,0,13,0
39,2514.33,5,2,0,12,0
33,406.35,3,2,0,15,0
59,230.11,6,1,0,11,0
4,544.32,6,1,1,15,0
7,636.82,3,2,1,13,0
31,2661.0,6,1,1,11,0
29,1389.95,1,1,1,12,1
39,969.81,4,0,0,10,0
53,1401.41,2,1,1,20,0
42,1305.55,5,1,0,10,0
19,1044.09,1,0,0,15,0
24,586.12,2,0,1,9,0
54,2036.56,4,1,1,9,0
15,582.49,2,1,0,16,1
36,2371.19,4,0,0,10,0
39,764.73,1,3,1,16,0
54,2247.84,4,1,0,10,1
51,2455.64,2,2,1,8,0
33,550.91,4,2,1,16,0
22,442.89,5,1,1,11,0
27,2858.8,0,3,0,19,0
30,1496.53,2,1,1,12,0
16,1964.66,5,1,0,10,0
45,265.13,5,0,1,16,0
15,980.39,2,0,1,17,0
47,1615.11,2,1,0,16,0
54,2681.41,4,2,0,12,0
69,960.03,0,0,1,9,0
9,2370.54,3,3,0,10,0
54,2054.2,4,3,1,12,0
7,522.76,4,0,1,12,0
24,1021.45,3,2,1,10,0
13,866.02,0,0,1,13,0
12,1439.08,2,2,1,10,0
13,1978.94,0,2,1,10,0
4,1413.58,3,0,1,19,0
59,884.7,4,0,0,13,0
5,2148.46,5,4,0,10,0
29,1836.52,2,1,1,18,0
50,1654.08,4,1,1,15,0
71,1752.37,4,0,1,6,0
61,821.32,3,1,1,8,0
10,2105.21,2,0,0,9,0
71,1285.0,4,1,1,13,0
47,1217.71,4,1,0,11,0
13,619.26,4,2,1,10,1
32,1871.14,5,0,0,8,0
66,1887.46,2,1,0,10,0
28,1152.84,2,0,0,12,0
14,2607.58,4,0,1,11,0
63,2567.28,1,2,0,16,0
68,505.35,1,0,1,17,0
70,2146.11,4,1,1,12,0
68,1302.74,2,1,1,8,0
62,2999.2,7,3,1,6,0
33,830.07,3,4,0,12,0
14,985.47,3,2,0,15,1
44,1437.9,4,4,0,14,0
16,952.4,2,0,1,14,0
34,2137.58,3,0,0,15,0
47,1546.54,3,1,0,11,0
68,818.46,4,2,0,11,0
21,1617.85,2,3,0,11,0
18,2688.61,2,1,0,12,0
53,2418.71,3,3,1,6,0
1,1596.72,3,2,1,11,0
41,1007.78,1,4,0,8,0
53,703.68,4,1,0,9,0
40,2659.47,5,2,1,10,0
28,2188.47,2,1,1,13,0
59,1802.06,3,2,0,16,0
27,2662.42,3,0,0,11,1
51,540.73,6,2,0,7,0
33,2110.97,1,0,0,18,0
2,806.79,3,1,1,3,0
38,537.62,2,0,0,13,0
4,1503.7,3,3,0,12,1
67,1284.7,2,1,0,17,0
43,2835.29,5,2,0,11,1
27,1107.14,3,0,0,11,0
35,2481.73,2,0,1,15,0
44,2296.72,3,0,1,7,0
19,2070.19,3,0,1,9,0
21,2777.12,3,2,1,15,0
30,1342.19,4,2,1,15,0
19,1291.08,3,2,0,8,0
54,650.65,4,0,1,14,0
8,972.13,4,3,1,15,0
59,2663.37,0,1,0,14,1
25,1528.27,3,0,0,11,0
40,1155.79,0,1,0,12,0
12,805.11,3,1,1,12,0
28,1557.89,7,2,1,8,0
54,2206.66,5,1,1,17,0
20,1002.74,2,0,0,11,0
10,2321.61,3,2,1,13,0
38,1963.41,3,0,1,22,0
12,2405.18,1,1,1,15,1
23,902.55,3,3,0,13,0
32,1966.88,4,2,0,7,0
41,630.46,2,1,1,13,0
46,1218.63,1,2,0,13,0
49,2228.21,3,3,1,14,0
60,1968.67,0,2,0,8,1
5,726.01,3,0,0,17,0
26,2603.36,7,2,0,13,0
1,349.38,1,1,0,14,0
1,1866.6,1,1,1,15,0
16,2954.7,1,0,1,6,0
43,1688.21,3,1,0,11,0
64,2441.88,7,1,0,17,0
55,1866.51,4,1,0,13,0
46,2392.65,0,1,0,9,0
56,2035.66,6,1,0,10,0
13,2135.17,0,0,0,11,1
60,837.87,2,1,1,14,0
64,2277.1,4,2,0,13,1
7,866.15,2,1,0,13,0
34,2945.79,2,1,0,21,0
59,837.8,4,2,1,7,0
34,862.72,3,1,0,14,1
60,2604.28,1,1,1,7,0
67,880.36,4,0,0,11,0
34,1210.53,3,0,1,13,0
5,2200.99,2,6,1,14,0
25,644.5,1,0,1,8,0
16,645.4,3,1,0,17,0
34,1561.8,3,2,1,9,0
42,882.35,4,1,1,15,0
33,859.84,3,4,1,12,1
14,225.87,1,2,1,15,0
22,1237.26,2,0,1,12,0
49,1091.1,4,1,0,15,0
2,287.24,3,1,0,11,0
16,1939.45,2,0,1,9,0
64,1954.63,4,1,0,13,0
8,398.24,6,0,0,21,0
30,1087.72,2,0,1,12,0
15,2643.86,3,1,0,10,1
8,1830.07,4,1,0,11,0
31,1353.53,2,0,1,5,0
38,1502.29,4,3,1,10,1
13,783.18,3,0,0,8,0
6,2473.27,4,1,1,7,1
10,2759.21,3,1,0,13,0
47,2749.86,3,1,1,13,0
62,827.02,1,1,1,11,0
13,1070.07,4,0,1,13,0
23,649.74,6,1,1,7,0
25,1060.16,3,2,0,6,0
26,1131.86,3,1,0,12,0
18,1972.7,4,1,0,16,0
4,731.01,2,2,0,12,0
38,2774.31,3,1,1,19,0
26,488.68,2,1,1,10,0
25,219.26,1,2,0,11,0
19,2593.85,2,2,0,11,0
66,2170.56,0,1,1,12,0
44,1195.01,2,0,0,13,0
30,1867.4,4,0,0,9,0
15,825.92,2,2,1,11,0
57,671.49,2,1,0,18,0
64,1519.22,4,0,0,13,0
3,1188.93,2,1,1,17,0
67,1922.64,3,0,0,10,0
50,810.82,3,0,1,16,0
8,2056.2,3,1,1,14,0
54,2347.21,3,1,1,7,0
